cpg,BETA.GSE40279,SE.GSE40279,T.GSE40279,P.GSE40279,BETA.CAScov0,SE.CAScov0,T.CAScov0,P.CAScov0,CHR,BP,SYMBOL,ENSEMBL
cg15536845,89.3516866,13.93369309,6.412634902,2.75E-10,37.63664346,12.25061059,3.072225927,0.002178495,chr3,170304045,CLDN11,ENSG00000013297
cg07042267,323.73659,50.4824356,6.412855998,2.76E-10,125.1912681,37.8996018,3.303234392,0.000987468,chr15,99190557,IGF1R,ENSG00000140443
cg05019423,131.1768077,20.45577752,6.412702111,2.76E-10,26.24923063,11.65911678,2.251391003,0.024563412,chr14,105330230,CEP170B,ENSG00000099814
cg02526277,53.63216317,8.367532871,6.409555121,2.81E-10,24.439587,7.967741986,3.067316567,0.002214275,chr11,18230620,SLC25A51P4,ENSG00000189332
cg05406923,69.33120532,10.82048396,6.407403366,2.85E-10,30.25685047,9.196447286,3.290058599,0.001034397,chr6,99090481,POU3F2,ENSG00000184486
cg08710410,116.8225483,18.2347607,6.406585214,2.86E-10,38.30490742,17.79818819,2.152180156,0.031606734,chr10,134692509,CFAP46,ENSG00000171811
cg21910709,97.70971287,15.25249502,6.406146192,2.87E-10,39.90694434,13.95311074,2.860075082,0.004317885,chr5,893665,TRIP13,ENSG00000071539
cg08770761,203.7101394,31.80059337,6.405859697,2.87E-10,47.60576898,21.29636845,2.235393752,0.025597572,chr16,2563461,TBC1D24,ENSG00000162065
cg23983453,52.79908489,8.243533286,6.404909529,2.89E-10,37.52270136,8.180219055,4.587004469,5.03E-06,chr5,92925524,NR2F1,ENSG00000175745
cg10195169,82.49859478,12.88432361,6.403021011,2.93E-10,32.09215286,10.56804855,3.036715123,0.002449737,chr12,130590294,FZD10-AS1,ENSG00000250208
cg03447699,81.60633249,12.74962436,6.400685242,2.96E-10,24.64479179,10.51664107,2.343409043,0.019291101,chr2,2547117,MYT1L,ENSG00000186487
cg08634357,79.86792189,12.4836187,6.397818119,3.01E-10,21.03984006,9.085251354,2.315823662,0.020756578,chr16,66956242,RRAD,ENSG00000166592
cg24463605,107.7490735,16.83794369,6.399182435,3.01E-10,31.74771614,11.51561339,2.756927927,0.005934151,chr1,6302973,HES3,ENSG00000173673
cg04701505,96.29839278,15.04981181,6.398644317,3.01E-10,38.06208837,10.17965866,3.739033857,0.000194533,chr5,145719413,POU4F3,ENSG00000091010
cg08276524,95.98378779,15.00278559,6.39773109,3.02E-10,37.21802658,14.05823124,2.647418864,0.008230315,chr16,1169376,C1QTNF8,ENSG00000184471
cg24188073,464.1940009,72.54427488,6.398768224,3.03E-10,79.73083587,35.24067443,2.262466231,0.023868855,chr4,75858269,PARM1,ENSG00000169116
cg23074992,130.1982761,20.35099897,6.397635629,3.04E-10,52.99861,15.93766038,3.325369516,0.000913047,chr14,95237386,GSC,ENSG00000133937
cg08415977,129.9552368,20.31330669,6.3975422,3.04E-10,50.07458465,13.86225466,3.612297269,0.000317613,chr4,7463138,SORCS2,ENSG00000184985
cg20539752,231.8099597,36.23714726,6.397025629,3.04E-10,100.8140564,25.2026651,4.00013475,6.77E-05,chr2,176994305,HOXD8,ENSG00000175879
cg26454433,101.177655,15.81696599,6.396780207,3.05E-10,32.14383573,12.26630612,2.620498415,0.008904771,chr2,237084695,GBX2,ENSG00000168505
cg10039188,143.3549169,22.4097395,6.39699167,3.05E-10,86.99636306,17.10934808,5.084726936,4.35E-07,chr6,72130209,LINC00472,ENSG00000233237
cg05280750,83.76708482,13.09667901,6.396055423,3.05E-10,40.26871011,12.22781617,3.29320539,0.001023004,chr19,5568193,TINCR,ENSG00000223573
cg00416934,134.5643641,21.03877872,6.396015941,3.06E-10,70.04265052,17.73153176,3.950174833,8.32E-05,chr17,43044808,C1QL1,ENSG00000131094
cg18833559,77.83421252,12.17228335,6.394380601,3.08E-10,34.26002426,10.12433889,3.383927052,0.000740522,chr7,98199413,NPTX2,ENSG00000106236
cg00592151,77.3109213,12.0905597,6.394321125,3.09E-10,25.03473518,12.69757346,1.971615699,0.048911276,chr16,25702044,HS3ST4,ENSG00000182601
cg05154856,120.6257608,18.86575449,6.393900699,3.10E-10,51.38690997,16.71013676,3.075193861,0.002157122,chr1,54205843,GLIS1,ENSG00000174332
cg27660536,126.5340632,19.79129664,6.393419566,3.11E-10,34.57910719,17.38942754,1.988513256,0.047009843,chr4,54648501,PDGFRA,ENSG00000134853
cg27398720,112.2551808,17.55967833,6.392781159,3.12E-10,60.99581825,14.57916798,4.18376538,3.10E-05,chr4,111541173,PITX2,ENSG00000164093
cg19514613,262.5321295,41.06576262,6.392968564,3.13E-10,62.25278139,25.88341959,2.40512198,0.016336362,chr19,45409713,APOE,ENSG00000130203
cg25196575,136.1037249,21.2997143,6.389931947,3.16E-10,61.34829062,16.88693156,3.632885607,0.000293591,chr1,3649250,TP73,ENSG00000078900
cg20631014,182.7118118,28.59371049,6.389930116,3.17E-10,44.50113794,15.22114915,2.923638518,0.003532668,chr6,84419242,SNAP91,ENSG00000065609
cg15367892,100.1247169,15.67028249,6.389464705,3.18E-10,43.62022117,13.76014269,3.17004134,0.001567528,chr10,119297716,EMX2OS,ENSG00000229847
cg05204123,123.3764315,19.31186358,6.388634171,3.20E-10,42.04996213,14.40962107,2.918186531,0.003594525,chr17,1613017,TLCD2,ENSG00000185561
cg02767242,121.0238075,18.94242104,6.389035869,3.20E-10,43.50965509,13.80852996,3.150925928,0.001672804,chr2,162274424,TBR1,ENSG00000136535
cg05039893,92.30155502,14.44778372,6.388630729,3.21E-10,30.7043478,12.15015245,2.527075107,0.01164513,chr12,119828513,CCDC60,ENSG00000183273
cg02695873,136.2427735,21.32643709,6.388445144,3.21E-10,42.00613134,20.84060773,2.015590519,0.04409291,chr7,127741520,SND1,ENSG00000197157
cg00388287,57.1762079,8.951589504,6.38726875,3.24E-10,30.96445501,8.657519792,3.576596503,0.000363687,chr2,23358444,KLHL29,ENSG00000119771
cg26517171,126.8310744,19.85933912,6.386470045,3.24E-10,52.25871766,14.03000153,3.724783462,0.000205707,chr5,170735347,TLX3,ENSG00000164438
cg19851487,71.77844296,11.23752366,6.387389709,3.24E-10,21.76915354,10.69527617,2.035398919,0.04205723,chr19,49655517,HRC,ENSG00000130528
cg04905829,132.5383597,20.75077682,6.387151711,3.24E-10,36.09414791,16.08500974,2.243961832,0.025039082,chr12,58160911,CYP27B1,ENSG00000111012
cg25572904,98.84975507,15.48041012,6.385473918,3.25E-10,58.65797394,11.84249292,4.953177879,8.48E-07,chr13,113259983,TUBGCP3,ENSG00000126216
cg08036309,124.0719017,19.42976864,6.38566027,3.26E-10,52.16330639,19.72610105,2.644379964,0.008304088,chr4,13536991,LINC01097,ENSG00000281202
cg11880367,126.1310964,19.75253996,6.385563407,3.26E-10,45.60517875,16.07670782,2.836723742,0.00464405,chr10,80141181,LINC00856,ENSG00000230417
cg19754658,100.5058489,15.74041282,6.385210476,3.27E-10,53.84115339,15.23668689,3.533652282,0.000427393,chr12,117147650,SPRING1,ENSG00000111412
cg24796998,93.98255868,14.72025315,6.384574894,3.29E-10,32.99371799,14.54019905,2.269137986,0.023458738,chr17,70383845,LINC00673,ENSG00000227036
cg27495903,209.1958097,32.76731032,6.384283838,3.30E-10,73.48658359,21.66870251,3.391369814,0.000720909,chr10,21463009,NEBL-AS1,ENSG00000231920
cg04334324,62.66963719,9.819601966,6.382095467,3.32E-10,21.3634066,9.388516972,2.275482557,0.023074429,chr19,58110862,ZNF530,ENSG00000183647
cg27294268,190.1208206,29.78580502,6.382933766,3.32E-10,60.49658354,20.791497,2.909679064,0.003693022,chr14,36983518,SFTA3,ENSG00000229415
cg19158754,102.3614025,16.03841357,6.382264809,3.33E-10,31.0273637,11.71814957,2.647804034,0.008221007,chr11,69794856,ANO1,ENSG00000131620
cg24449777,191.0642443,29.93983621,6.381606197,3.34E-10,57.16154589,22.32186061,2.56078769,0.010580047,chr6,99279483,POU3F2,ENSG00000184486
cg13032616,194.8233622,30.52687057,6.382028638,3.34E-10,46.72406862,18.03541615,2.590684254,0.009709051,chr6,83072747,TPBG,ENSG00000146242
cg02809611,117.085374,18.34980914,6.3807407,3.35E-10,36.26250028,14.28394404,2.538689607,0.011267895,chr16,3253368,OR1F1,ENSG00000168124
cg03929570,69.91255666,10.95750582,6.380334885,3.37E-10,24.94520064,10.71346633,2.328396793,0.020076989,chr16,70484978,FCSK,ENSG00000157353
cg15209169,120.4593662,18.88078054,6.379999279,3.38E-10,44.23601173,18.95582657,2.333636657,0.019799561,chr9,125702779,RABGAP1,ENSG00000011454
cg18557185,87.07154279,13.64932019,6.379185305,3.40E-10,29.91876598,11.57807138,2.584088922,0.009895497,chr7,27128169,HOXA1,ENSG00000105991
cg02595377,134.5403448,21.09417132,6.378081547,3.40E-10,67.00209034,16.11418501,4.157957122,3.47E-05,chr2,220387323,ASIC4,ENSG00000072182
cg00076774,95.9471276,15.04295469,6.378210235,3.41E-10,27.71382032,11.95207948,2.318744647,0.020596931,chr2,45016971,CAMKMT,ENSG00000143919
cg10498083,72.05971882,11.29944168,6.377281363,3.41E-10,22.12987321,8.513634706,2.59934493,0.009468984,chr6,30428323,GPX6,ENSG00000198704
cg17847520,73.04574994,11.45237006,6.378221239,3.42E-10,20.73956162,10.46059498,1.982636902,0.047663906,chr5,175223425,CPLX2,ENSG00000145920
cg18792803,86.3448486,13.53805573,6.377935676,3.42E-10,23.02949117,9.99159495,2.304886385,0.021363993,chr13,110919641,COL4A1,ENSG00000187498
cg12249575,214.1478076,33.58439398,6.376408274,3.46E-10,65.24007275,25.41752065,2.566736294,0.010401392,chr14,36988805,SFTA3,ENSG00000229415
cg26265390,126.1619885,19.78996548,6.375048438,3.48E-10,41.6226283,15.99686084,2.60192476,0.009398505,chr6,168867606,SMOC2,ENSG00000112562
cg02614525,163.2496191,25.62074537,6.371774778,3.57E-10,47.71054497,19.43093505,2.4553911,0.014231642,chr16,75298977,BCAR1,ENSG00000050820
cg04945350,126.277222,19.82315153,6.370189011,3.58E-10,35.38426402,15.51172357,2.28113039,0.022736941,chr1,228605010,TRIM17,ENSG00000162931
cg01563465,150.3491987,23.60407187,6.369629761,3.60E-10,75.13013245,18.05848087,4.160379435,3.43E-05,chr5,72512441,TMEM174,ENSG00000164325
cg25286482,77.54243921,12.17517746,6.368896016,3.61E-10,53.41926213,11.17602712,4.779807847,2.00E-06,chr1,13909821,PDPN,ENSG00000162493
cg15610027,69.82023032,10.96386955,6.368210605,3.62E-10,35.25238319,10.70391549,3.293410081,0.001022267,chr18,32173227,DTNA,ENSG00000134769
cg26255052,143.9629776,22.60506778,6.368615169,3.64E-10,56.12898737,17.26119428,3.251744141,0.001182866,chr1,23038321,EPHB2,ENSG00000133216
cg12631713,98.00880922,15.39049516,6.36813879,3.64E-10,41.48270493,12.60403836,3.291223317,0.001030167,chr1,4771985,AJAP1,ENSG00000196581
cg20671534,85.38002507,13.40942888,6.367163419,3.64E-10,46.38364295,10.59381383,4.378370594,1.31E-05,chr2,220174629,PTPRN,ENSG00000054356
cg06978117,52.43088511,8.23783476,6.364643943,3.70E-10,25.37084577,8.137514309,3.117763583,0.001871021,chr11,111155014,C11orf53,ENSG00000150750
cg07129669,152.5997735,23.9804571,6.363505617,3.71E-10,41.83801802,17.56283772,2.382190094,0.017384268,chr3,50403227,CACNA2D2,ENSG00000007402
cg03760589,189.2501811,29.74251112,6.362952351,3.75E-10,49.09347371,22.63332073,2.169079575,0.030296714,chr1,170630397,PRRX1,ENSG00000116132
cg27629454,71.23476549,11.20005676,6.360214686,3.80E-10,23.73237961,8.11707698,2.923759337,0.003531308,chr1,228742687,DUSP5P1,NA
cg12985245,90.25716861,14.18985331,6.360683699,3.80E-10,55.34856649,11.75543189,4.708339686,2.83E-06,chr20,55905076,SPO11,ENSG00000054796
cg20112376,115.7398196,18.19608263,6.360699826,3.81E-10,39.84607537,15.48938967,2.572475496,0.010231578,chr4,6118443,JAKMIP1,ENSG00000152969
cg04891761,145.9890521,22.94945332,6.36133027,3.81E-10,36.64438125,15.92444336,2.301140481,0.021575561,chr1,1001973,RNF223,ENSG00000237330
cg19474546,73.72106078,11.59202656,6.359635252,3.82E-10,33.15643259,8.083009641,4.101990974,4.41E-05,chr14,35999002,INSM2,ENSG00000168348
cg16752876,95.80550031,15.06466911,6.35961531,3.82E-10,27.16186426,12.4809542,2.176265037,0.029754023,chr2,19553237,OSR1,ENSG00000143867
cg24907011,117.6059348,18.48990627,6.360547917,3.82E-10,47.00652092,16.12151441,2.915763354,0.003622333,chr8,24855940,NEFL,ENSG00000277586
cg24910352,100.3013258,15.77167433,6.359586416,3.82E-10,50.806179,13.11550915,3.873748127,0.000113693,chr8,11601603,GATA4,ENSG00000136574
cg02511156,303.8931202,47.78530757,6.359551411,3.83E-10,91.86497811,22.82940876,4.02397535,6.13E-05,chr12,72666264,TRHDE-AS1,NA
cg02024846,83.72880052,13.16792775,6.358540395,3.86E-10,32.62469624,11.50630661,2.835375185,0.004663551,chr9,99382466,CDC14B,ENSG00000081377
cg08068296,87.82629589,13.81894101,6.355501178,3.91E-10,33.74343372,13.3312318,2.531156478,0.011511309,chr16,83842404,HSBP1,ENSG00000230989
cg04684152,104.5995336,16.4656329,6.35259721,3.98E-10,39.33647341,13.7545036,2.859897715,0.004320282,chr2,72012863,DYSF,ENSG00000135636
cg26560222,178.6949747,28.12753998,6.353025356,4.00E-10,45.10915237,20.23948094,2.228770219,0.026036676,chr1,50888826,DMRTA2,ENSG00000142700
cg17929068,209.3718245,32.95880404,6.352531004,4.01E-10,74.80231789,21.55251624,3.47069999,0.000539847,chr14,37052668,NKX2-8,ENSG00000136327
cg10964385,81.09340321,12.76838867,6.351107042,4.02E-10,41.43744872,9.549184658,4.339370344,1.56E-05,chr11,20690223,NELL1,ENSG00000165973
cg13399816,113.4697193,17.86821481,6.350366868,4.05E-10,58.61661276,13.84167993,4.234790362,2.48E-05,chr1,68299468,GNG12-AS1,ENSG00000232284
cg17981552,105.8922354,16.67899052,6.348839592,4.09E-10,28.28875578,13.00613557,2.175031595,0.029846581,chr4,8643813,CPZ,ENSG00000109625
cg16786274,98.79277655,15.56587077,6.346755541,4.14E-10,41.61930079,13.54843012,3.071891019,0.002180919,chr13,102865555,FGF14,ENSG00000102466
cg16676177,85.02274746,13.39687419,6.346461591,4.15E-10,46.20593267,10.78651958,4.283673927,2.00E-05,chr10,102972033,LBX1,ENSG00000138136
cg23492625,94.86948503,14.95022131,6.345691015,4.15E-10,44.80621672,14.80264281,3.026906566,0.002529932,chr7,1407363,MICALL2,ENSG00000164877
cg14506260,86.95871291,13.70259671,6.346148452,4.16E-10,42.35232039,11.94744928,3.544883884,0.000409792,chr10,25797307,GPR158,ENSG00000151025
cg17261303,107.4587979,16.93308378,6.346085526,4.16E-10,39.72939263,16.30348815,2.436864569,0.01497769,chr10,133948207,JAKMIP3,ENSG00000188385
cg18175808,205.5674315,32.39613239,6.345431271,4.16E-10,57.62297183,27.3454296,2.107224961,0.035330754,chr1,63786271,FOXD3,ENSG00000187140
cg00223681,162.6526618,25.63154604,6.345799881,4.18E-10,34.62541147,14.88015102,2.32695296,0.020154029,chr2,177024117,HOXD3,ENSG00000128652
cg00852595,107.2775389,16.90633599,6.345404409,4.18E-10,42.29063052,14.7235844,2.872305369,0.004155487,chr12,99548437,ANKS1B,ENSG00000185046
cg11728809,102.7378097,16.19476296,6.34389092,4.21E-10,49.11164743,16.05084339,3.059754946,0.002270443,chr12,34554731,ALG10,ENSG00000139133
cg05516295,94.70078052,14.92942763,6.343229149,4.23E-10,27.13348165,12.72432238,2.132410736,0.033200702,chr5,134526124,PITX1-AS1,ENSG00000224186
cg11357746,265.5239522,41.8616999,6.342885092,4.24E-10,82.69017009,23.81245681,3.472559374,0.000536163,chr12,114837887,TBX5,ENSG00000089225
cg12010198,96.00988436,15.13834276,6.342166106,4.26E-10,30.03285276,9.351751537,3.211468209,0.001360011,chr8,145939499,ZNF251,ENSG00000198169
cg16777896,118.1342151,18.62613889,6.342388823,4.26E-10,34.55859526,14.27446555,2.421007999,0.015643406,chr15,65669023,IGDCC3,ENSG00000174498
cg14900124,101.6508845,16.03092015,6.34092638,4.28E-10,37.57482382,12.95099134,2.901308698,0.003792323,chr2,177017630,HOXD4,ENSG00000170166
cg06346974,263.0390624,41.48093425,6.341203909,4.30E-10,58.32475626,20.94034777,2.785281166,0.005442712,chr1,65775059,DNAJC6,ENSG00000116675
cg07208703,133.9178462,21.12093891,6.340525237,4.30E-10,73.46152529,17.03978854,4.311175876,1.77E-05,chr7,47294094,TNS3,ENSG00000136205
cg19183252,110.0046908,17.34889932,6.340730252,4.30E-10,41.78234712,16.320768,2.560072365,0.010601714,chr4,120665941,PDE5A,ENSG00000138735
cg24749311,82.15508432,12.95782464,6.340191087,4.30E-10,24.23486522,11.10081157,2.18316157,0.029241046,chr14,84173031,LINC00911,ENSG00000259107
cg15791248,94.46926009,14.90122703,6.339696717,4.32E-10,41.38217103,12.53830398,3.300460021,0.000997182,chr8,38326730,FGFR1,ENSG00000077782
cg23110430,99.04596921,15.627597,6.33788862,4.36E-10,45.21546723,12.1390922,3.724781598,0.000205708,chr8,142654059,MROH5,ENSG00000226807
cg02627966,78.25633292,12.34804977,6.337545957,4.37E-10,32.23648066,12.07915167,2.668770253,0.007728333,chr7,54899537,SEC61G,ENSG00000132432
cg05883195,111.421418,17.58134145,6.337481034,4.38E-10,35.78304574,16.2963348,2.195772619,0.028322705,chr16,1072056,SOX8,ENSG00000005513
cg17081914,91.25014716,14.4004186,6.336631574,4.39E-10,32.87969921,10.95221051,3.002106213,0.002743542,chr2,134326366,NCKAP5,ENSG00000176771
cg17731776,109.2941722,17.24567813,6.337481856,4.39E-10,38.26095674,13.82198851,2.768122453,0.005735525,chr19,7953054,LRRC8E,ENSG00000171017
cg01709689,99.5497664,15.70962549,6.336864391,4.40E-10,46.3383875,13.22717251,3.503272332,0.000478605,chr7,1452073,MICALL2,ENSG00000164877
cg05977002,200.6900671,31.67235495,6.336442851,4.41E-10,71.97409939,25.03559635,2.87487058,0.004122137,chr5,92908051,NR2F1-AS1,ENSG00000237187
cg25078444,184.6422906,29.14214533,6.335919629,4.45E-10,33.12272075,15.33837066,2.159468009,0.03103594,chr14,29235193,FOXG1,ENSG00000176165
cg11063495,98.01041675,15.47344425,6.334104751,4.46E-10,31.27058093,12.70729837,2.460836286,0.014018705,chr2,28718959,PLB1,ENSG00000163803
cg11232448,96.67943639,15.26366488,6.33395958,4.47E-10,26.64848375,10.6972205,2.491159621,0.012883621,chr19,2858854,ZNF555,ENSG00000186300
cg15343200,127.0198895,20.05233859,6.334417751,4.47E-10,59.79306711,16.43667321,3.637784018,0.000288133,chr6,32095291,HLA-DRB5,ENSG00000198502
cg03251918,61.85357488,9.767234695,6.332762221,4.49E-10,33.5846553,12.4424101,2.699208194,0.007060199,chr4,156298325,MAP9,ENSG00000164114
cg26966124,243.5223288,38.45518389,6.332626817,4.51E-10,66.07197467,24.45260221,2.702042674,0.007000703,chr6,100912168,SIM1,ENSG00000112246
cg16242653,85.19716166,13.45348843,6.33271899,4.52E-10,29.75342656,10.10109833,2.9455635,0.003293584,chr1,214151615,PROX1,ENSG00000117707
cg13437581,198.3044414,31.31496819,6.332576811,4.53E-10,42.78361737,19.85062003,2.155278641,0.031362964,chr18,44777799,SKOR2,ENSG00000215474
cg07800227,54.89734564,8.670080116,6.331815267,4.53E-10,19.87734842,7.691273892,2.584402623,0.009886557,chr13,112628189,SOX1,ENSG00000182968
cg23231587,127.8868562,20.19778952,6.331725367,4.54E-10,47.02474161,18.6284572,2.524349768,0.011735258,chr2,42783740,MTA3,ENSG00000057935
cg03000419,76.92447899,12.1511721,6.330622129,4.57E-10,38.07282282,12.39733047,3.071050087,0.002187016,chr11,82997694,CCDC90B,ENSG00000137500
cg19376097,108.3693889,17.11973822,6.330084462,4.59E-10,43.70260948,15.94662355,2.740555664,0.006235834,chr4,187765617,FAT1,ENSG00000083857
cg21510189,165.5615119,26.15287674,6.330527747,4.60E-10,51.62581972,20.14077977,2.563248311,0.010505818,chr5,133927987,SAR1B,ENSG00000152700
cg26337868,70.27461735,11.10349943,6.329051287,4.61E-10,37.50466013,10.01533393,3.744723881,0.000190233,chr2,151345498,RND3,ENSG00000115963
cg27252467,87.37767767,13.80675978,6.32861577,4.61E-10,27.00591898,9.778190723,2.761852345,0.005846024,chr13,19585665,LINC00442,ENSG00000232685
cg04516203,78.3205222,12.37685989,6.327980031,4.65E-10,26.71905663,11.26606076,2.371641446,0.017885812,chr16,51442575,SALL1,ENSG00000103449
cg22624285,67.49770315,10.6675991,6.327356561,4.67E-10,35.47738423,10.7602641,3.297073742,0.001009159,chr19,46629090,IGFL3,ENSG00000188624
cg06018514,139.5994313,22.06571436,6.326531244,4.68E-10,44.58929182,19.15938513,2.327281983,0.02013645,chr15,41219741,DLL4,ENSG00000128917
cg12986327,124.6245701,19.70168015,6.325580822,4.70E-10,49.26197717,18.2471139,2.69971336,0.007049562,chr19,49926866,PTH2,ENSG00000142538
cg03104569,83.60421709,13.21763283,6.325203471,4.72E-10,34.59710381,12.01850515,2.878652826,0.004073409,chr19,13615864,CACNA1A,ENSG00000141837
cg06378976,135.1639342,21.37027144,6.324858092,4.72E-10,40.65420966,17.05886164,2.383172483,0.017338194,chr6,41703613,TFEB,ENSG00000112561
cg08820801,139.5197357,22.06130735,6.324182582,4.75E-10,58.23576877,18.62584547,3.126610755,0.001816127,chr19,39465821,FBXO17,ENSG00000269190
cg24599249,197.7761124,31.27252427,6.324277206,4.76E-10,33.72762905,15.72186316,2.145269216,0.032156313,chr7,90895027,FZD1,ENSG00000157240
cg20833838,76.20423961,12.0504335,6.323775787,4.76E-10,25.64348782,9.533890956,2.689719018,0.007262697,chr5,176036260,GPRIN1,ENSG00000169258
cg06851817,121.2105734,19.16879595,6.323327439,4.77E-10,40.90433215,15.91937478,2.569468508,0.010320239,chr6,167810395,TCP10L3,ENSG00000203690
cg07006673,107.1376,16.94585277,6.322349277,4.80E-10,36.63954594,13.37494242,2.739417098,0.006257319,chr20,43029732,HNF4A,ENSG00000101076
cg06706170,122.4255238,19.3621971,6.32291486,4.82E-10,37.18476781,15.36461372,2.420156372,0.015679886,chr1,165912313,UCK2,ENSG00000143179
cg08303550,81.8538112,12.94811568,6.321677472,4.83E-10,29.1535933,11.1282577,2.61978057,0.008923413,chr7,4347708,SDK1,ENSG00000146555
cg22490134,209.1677304,33.0906545,6.321051474,4.84E-10,50.08461867,21.40304622,2.34006964,0.019463551,chr10,22624847,COMMD3-BMI1,ENSG00000269897
cg21437548,255.0928802,40.3573394,6.320854745,4.84E-10,86.08391823,28.89490566,2.97920745,0.002955295,chr17,75277645,SEPTIN9,ENSG00000184640
cg09251292,107.1234374,16.94828485,6.320606386,4.85E-10,35.14551364,15.72411627,2.235134429,0.025614642,chr6,117087056,FAM162B,ENSG00000183807
cg23770887,102.656091,16.24178259,6.320494098,4.86E-10,19.72638881,9.63647876,2.047053629,0.040897129,chr6,117995812,NUS1,ENSG00000153989
cg19805223,144.3697924,22.84321634,6.320029119,4.87E-10,38.85015976,16.74705237,2.31982076,0.020538386,chr22,25346191,TMEM211,ENSG00000206069
cg10059660,189.3332684,29.96190671,6.319132833,4.89E-10,47.21219488,14.13147331,3.34092517,0.000863899,chr4,44450234,KCTD8,ENSG00000183783
cg01203614,107.0535623,16.94361148,6.318225751,4.92E-10,37.22097952,15.69445565,2.371600542,0.017887781,chr4,3671067,LINC02171,ENSG00000250632
cg01287476,132.0527776,20.89851755,6.31876291,4.94E-10,41.12996375,15.49489319,2.654420604,0.008062571,chr2,74875548,M1AP,ENSG00000159374
cg20993253,84.28655404,13.341702,6.317526356,4.94E-10,28.52526043,11.30728208,2.522733601,0.011788997,chr15,100535343,ADAMTS17,ENSG00000140470
cg16399136,286.7704759,45.3887396,6.318097361,4.94E-10,70.38152119,20.28724732,3.46924943,0.000542738,chr1,151104003,SEMA6C,ENSG00000143434
cg06143362,115.0277211,18.20685573,6.317824604,4.95E-10,59.2198643,15.23203261,3.887850415,0.000107375,chr20,44940594,CDH22,ENSG00000149654
cg27144368,129.8196258,20.55435844,6.31591719,5.00E-10,57.09749618,17.76265826,3.214467978,0.001346017,chr14,100286635,EML1,ENSG00000066629
cg24892966,99.37153167,15.74035513,6.313169609,5.07E-10,33.13231893,15.57315247,2.127528064,0.033604828,chr6,27526023,ZNF184,ENSG00000096654
cg00205756,123.4781344,19.55727391,6.313667999,5.08E-10,49.70468929,15.14581366,3.281744408,0.001065065,chr16,7762118,RBFOX1,ENSG00000078328
cg06758559,83.4674155,13.22171799,6.312902421,5.09E-10,31.43245038,12.8777359,2.440836699,0.014814892,chr16,53576222,AKTIP,ENSG00000166971
cg22490084,76.16081627,12.06573182,6.31215888,5.10E-10,39.81798669,10.63175161,3.74519535,0.000189881,chr3,54113780,CACNA2D3,ENSG00000157445
cg09950812,64.90277977,10.28368833,6.311235589,5.13E-10,45.82956882,11.13324898,4.116459526,4.14E-05,chr14,99275649,LINC02914,ENSG00000176605
cg00526772,82.08343035,13.01061897,6.308956597,5.22E-10,37.06019052,10.34485372,3.582476034,0.000355692,chr10,119830037,CASC2,ENSG00000177640
cg08114410,74.09619801,11.74564089,6.308399749,5.23E-10,48.83771093,10.38335106,4.703463327,2.89E-06,chr7,57323862,GUSBP10,NA
cg19797741,163.075326,25.84539095,6.30964826,5.23E-10,56.89697614,20.65355973,2.754826621,0.005972119,chr5,92910052,NR2F1-AS1,ENSG00000237187
cg14975429,114.7895312,18.19904543,6.307447914,5.25E-10,47.44580439,15.0281647,3.15712566,0.001637967,chr2,182549604,CERKL,ENSG00000188452
cg26618041,158.3287537,25.10194345,6.307430102,5.27E-10,48.17212385,17.33571382,2.778779365,0.005552037,chr19,19651867,CILP2,ENSG00000160161
cg00035847,73.34943312,11.6312831,6.306220261,5.28E-10,26.15761663,9.357865243,2.795254681,0.005278792,chr1,29557016,MECR,ENSG00000116353
cg17688525,72.52337851,11.49963266,6.306582189,5.28E-10,20.03557916,7.963533996,2.515915568,0.012018116,chr18,6414978,L3MBTL4,ENSG00000154655
cg17048610,80.24383419,12.72606057,6.305473227,5.29E-10,40.21428358,12.68664536,3.169812227,0.001568753,chr5,140731399,PCDHGB1,ENSG00000254221
cg05645677,98.9013338,15.68353795,6.306060159,5.29E-10,40.00706407,12.1775759,3.285306073,0.001051826,chr11,20621109,SLC6A5,ENSG00000165970
cg13954131,72.98841772,11.57424943,6.306103747,5.31E-10,26.45123402,10.76678423,2.456744136,0.014178466,chr19,34175007,CHST8,ENSG00000124302
cg21112099,155.0097555,24.5767756,6.30716405,5.31E-10,71.5169495,18.95805607,3.772377781,0.000170579,chr6,75912633,COL12A1,ENSG00000111799
cg09741912,79.11805931,12.54816073,6.305151888,5.31E-10,35.30972403,11.96177581,2.95187977,0.003227499,chr11,114921894,CADM1,ENSG00000182985
cg24509168,133.1884022,21.1235645,6.305204891,5.34E-10,49.34579776,15.98248952,3.087491326,0.002070601,chr1,160051356,KCNJ9,ENSG00000162728
cg09128529,90.7179893,14.38787354,6.305170049,5.34E-10,27.10022503,11.9452521,2.268702645,0.023485311,chr2,227586520,IRS1,ENSG00000169047
cg20806345,53.91186731,8.551129354,6.304648787,5.34E-10,35.79421822,7.823973834,4.574940942,5.32E-06,chr2,182543706,CERKL,ENSG00000188452
cg13058710,72.00426906,11.42101295,6.304543161,5.35E-10,40.69275493,9.555310542,4.258653317,2.24E-05,chr17,70119609,SOX9,ENSG00000125398
cg24473393,120.6797137,19.14184043,6.304498994,5.37E-10,40.53634302,15.08767231,2.686719474,0.007327784,chr11,24518149,LUZP2,ENSG00000187398
